survivor-move_handgun_1;0;1678;511;212;156;258;220;0.4339622641509434;0.46153846153846156
survivor-move_handgun_2;0;2;705;212;156;258;220;0.4339622641509434;0.46153846153846156
survivor-move_handgun_3;0;216;705;212;156;258;220;0.4386792452830189;0.4551282051282051
survivor-move_handgun_4;0;430;705;212;157;258;220;0.4386792452830189;0.45222929936305734
survivor-move_handgun_5;0;644;705;213;158;258;220;0.4413145539906103;0.44936708860759494
survivor-move_handgun_6;0;859;705;213;157;258;220;0.4413145539906103;0.445859872611465
survivor-move_handgun_7;0;1074;705;214;158;258;220;0.4439252336448598;0.4430379746835443
survivor-move_handgun_8;0;1290;705;214;158;258;220;0.4439252336448598;0.43670886075949367
survivor-move_handgun_9;0;1506;705;214;158;258;220;0.4439252336448598;0.43670886075949367
survivor-move_handgun_10;0;1722;705;214;159;258;220;0.4439252336448598;0.4339622641509434
survivor-move_handgun_11;0;2;866;214;158;258;220;0.4439252336448598;0.43670886075949367
survivor-move_handgun_12;0;218;866;214;158;258;220;0.4439252336448598;0.43670886075949367
survivor-move_handgun_13;0;434;866;214;158;258;220;0.4439252336448598;0.4430379746835443
survivor-move_handgun_14;0;650;866;213;157;258;220;0.4413145539906103;0.445859872611465
survivor-move_handgun_15;0;865;866;213;158;258;220;0.4413145539906103;0.44936708860759494
survivor-move_handgun_16;0;1080;866;212;157;258;220;0.4386792452830189;0.45222929936305734
survivor-move_handgun_17;0;1294;866;212;156;258;220;0.4386792452830189;0.4551282051282051
survivor-move_handgun_18;0;1508;866;212;156;258;220;0.4339622641509434;0.46153846153846156
survivor-move_handgun_19;0;1722;866;212;156;258;220;0.4339622641509434;0.46153846153846156
survivor-reload_handgun_0;0;2;1026;212;156;260;230;0.44339622641509435;0.4935897435897436
survivor-reload_handgun_1;0;216;1026;212;157;260;230;0.44339622641509435;0.49044585987261147
survivor-reload_handgun_2;0;430;1026;212;158;260;230;0.44339622641509435;0.4810126582278481
survivor-reload_handgun_3;0;644;1026;214;160;260;230;0.4439252336448598;0.475
survivor-reload_handgun_4;0;860;1026;214;162;260;230;0.4439252336448598;0.46296296296296297
survivor-reload_handgun_5;0;1076;1026;216;165;260;230;0.4444444444444444;0.45454545454545453
survivor-reload_handgun_6;0;1294;1026;213;168;260;230;0.4460093896713615;0.44642857142857145
survivor-reload_handgun_7;0;1509;1026;210;171;260;230;0.4523809523809524;0.43859649122807015
survivor-reload_handgun_8;0;1721;1026;208;174;260;230;0.4567307692307692;0.4367816091954023
survivor-reload_handgun_9;0;2;1202;209;170;260;230;0.45454545454545453;0.4470588235294118
survivor-reload_handgun_10;0;213;1202;209;166;260;230;0.44976076555023925;0.4578313253012048
survivor-reload_handgun_11;0;424;1202;210;163;260;230;0.44761904761904764;0.4723926380368098
survivor-reload_handgun_12;0;636;1202;211;159;260;230;0.44549763033175355;0.48427672955974843
survivor-reload_handgun_13;0;849;1202;212;156;260;230;0.44339622641509435;0.4935897435897436
survivor-reload_handgun_14;0;1063;1202;211;156;260;230;0.44549763033175355;0.4935897435897436
survivor-shoot_handgun_0;0;1276;1202;212;156;255;215;0.4410377358490566;0.44551282051282054
survivor-shoot_handgun_1;0;1490;1202;202;156;255;215;0.47277227722772275;0.44551282051282054
survivor-shoot_handgun_2;0;1694;1202;207;156;255;215;0.45652173913043476;0.44551282051282054
